N,P,K,temperature,humidity,ph,rainfall,moisture,Organic_Carbon,Electrical_Conductivity,Soil_Type,Recommended_Fertilizer
60,84,92,12.31,44.05,8.34,1644.44,21.66,0.54,0.15,Sandy,Zinc Sulphate
125,36,114,26.57,40.75,5.07,2809.81,47.87,0.33,0.14,Clay,DAP
78,71,41,25.12,50.82,6.82,1754.09,39.31,0.87,0.19,Loamy,DAP
59,12,65,29.52,68.46,5.63,278.11,49.14,0.29,0.74,Silt,Urea
64,79,52,32.1,64.69,5.62,2121.07,47.31,0.49,1.18,Sandy,Compost
34,48,76,33.92,70.83,6.12,341.51,12.53,0.77,1.86,Silt,Urea
36,28,112,14.47,85.14,8.5,2843.2,54.63,0.82,2.96,Loamy,Urea
127,85,108,11.14,42.2,4.72,1562.46,21.35,0.94,1.13,Loamy,Compost
44,48,36,36.67,54.8,6.81,2910.42,37.67,1.12,0.26,Loamy,Urea
62,19,111,24.09,45.95,4.83,272.42,42.21,0.26,0.67,Clay,DAP
80,56,60,39.14,65.18,5.12,1691.98,18.43,0.3,2.7,Clay,Compost
150,32,57,25.98,47.0,6.26,833.38,58.81,0.28,2.13,Silt,DAP
47,68,81,25.3,63.48,6.54,1994.08,34.41,0.75,2.39,Silt,Urea
126,29,62,28.69,79.39,5.54,1594.99,12.88,0.25,0.46,Sandy,DAP
143,54,92,15.1,63.06,5.77,1785.15,56.86,1.17,0.49,Sandy,Zinc Sulphate
103,53,103,17.62,80.29,4.85,1206.99,39.31,0.49,0.43,Silt,Compost
46,27,57,37.17,66.68,5.71,344.32,44.96,1.42,2.59,Clay,Urea
102,57,113,16.37,82.22,8.37,497.07,36.26,0.83,0.71,Loamy,Zinc Sulphate
119,84,19,16.99,85.83,8.28,2603.97,51.74,0.78,1.97,Silt,MOP
95,10,103,25.3,60.47,5.84,2167.76,11.66,1.21,1.6,Sandy,DAP
54,41,18,29.23,77.44,6.78,2354.31,23.42,1.13,1.68,Clay,Urea
116,73,95,10.03,58.13,8.14,543.47,33.48,0.99,0.67,Silt,Zinc Sulphate
119,16,104,23.7,72.31,4.52,337.88,13.83,1.42,1.94,Silt,DAP
32,80,55,21.97,32.25,7.74,248.37,45.3,0.75,0.22,Clay,Urea
25,55,19,35.97,88.01,8.29,1661.08,29.68,1.25,2.98,Silt,Urea
93,33,45,35.19,83.66,4.87,1602.51,23.63,0.69,0.18,Clay,DAP
29,78,19,37.18,83.6,5.15,509.81,10.17,1.29,0.25,Loamy,Urea
40,45,36,35.26,46.88,8.34,1170.54,45.99,0.54,1.04,Clay,Urea
146,76,88,33.6,46.99,6.65,1684.6,51.69,0.58,2.51,Clay,MOP
75,59,28,35.77,54.16,4.56,2092.28,29.75,1.08,0.85,Clay,MOP
76,68,20,15.24,82.81,5.53,2468.0,38.21,0.48,1.47,Silt,MOP
149,67,41,20.23,81.52,6.3,1995.89,21.38,0.5,0.15,Silt,NPK
58,55,29,30.51,47.37,7.27,284.02,41.11,0.6,0.33,Clay,Urea
80,79,55,37.69,62.51,7.43,1841.06,10.61,1.08,1.86,Silt,SSP
129,32,69,30.01,58.51,8.48,446.18,34.43,1.36,0.66,Sandy,DAP
33,21,88,16.24,69.04,5.65,1781.75,42.21,1.08,2.11,Sandy,Urea
78,37,77,38.34,42.83,6.65,1252.76,55.91,1.28,2.38,Silt,DAP
128,67,26,32.81,35.1,6.63,1001.75,29.07,0.91,2.57,Silt,MOP
60,70,74,31.5,31.64,6.12,1548.81,48.26,0.29,0.49,Clay,MOP
159,64,66,32.88,52.89,5.18,1268.14,39.88,0.33,1.42,Loamy,Compost
144,43,28,29.77,86.8,8.41,2524.76,56.35,0.92,2.85,Silt,MOP
55,27,14,10.66,71.09,7.91,834.18,29.92,0.63,2.34,Sandy,Urea
40,44,91,17.61,74.95,6.49,582.79,25.95,0.49,0.44,Clay,Urea
75,57,90,38.7,86.71,6.91,2543.54,54.36,0.81,1.56,Silt,MOP
60,46,64,18.66,55.32,5.41,881.54,12.46,1.07,2.77,Sandy,Compost
146,50,115,33.15,58.46,6.68,290.26,16.82,0.7,1.38,Sandy,Urea
125,15,114,22.73,51.57,7.28,1283.55,14.12,1.24,2.53,Loamy,DAP
105,89,13,37.23,40.88,6.56,2493.33,52.16,1.16,1.54,Clay,MOP
57,48,61,26.73,75.98,8.46,1409.24,10.53,1.16,0.41,Clay,Urea
27,13,28,28.96,84.4,6.95,1516.24,53.08,1.48,0.53,Loamy,Urea
125,25,40,17.19,78.83,5.98,332.15,32.56,0.58,0.24,Loamy,DAP
127,61,12,11.73,32.86,7.59,2190.94,10.2,1.04,0.67,Clay,MOP
149,28,76,32.7,47.95,5.18,1162.38,30.08,1.31,2.69,Clay,DAP
83,26,38,12.03,65.53,6.04,2240.13,19.34,0.95,1.99,Silt,DAP
63,54,62,31.65,49.63,5.89,1350.72,41.22,1.23,2.24,Silt,DAP
120,11,17,26.66,39.01,6.23,1675.3,43.97,0.74,1.9,Loamy,DAP
125,11,14,34.6,62.3,7.63,1850.56,34.38,0.97,1.22,Silt,DAP
84,64,73,16.17,61.29,6.44,751.29,12.03,0.27,0.73,Sandy,Compost
84,13,104,26.25,72.59,7.68,1023.24,42.81,1.48,2.78,Silt,DAP
137,21,36,28.43,89.99,6.81,1839.59,52.1,1.24,1.59,Silt,DAP
143,63,42,12.23,68.89,5.87,2504.23,46.02,1.33,1.5,Sandy,MOP
127,69,67,32.17,49.01,7.74,2892.04,51.5,1.1,2.99,Loamy,Urea
114,38,71,21.67,87.38,5.45,1667.68,20.03,0.44,1.21,Sandy,DAP
155,70,91,13.87,64.28,5.4,406.96,54.44,0.24,2.58,Silt,Compost
86,55,97,21.61,68.74,6.52,2876.84,26.11,1.32,2.6,Loamy,SSP
130,58,35,12.95,51.45,5.54,1378.15,10.67,0.72,0.77,Silt,MOP
95,27,104,36.64,57.11,4.54,486.94,52.17,0.54,0.38,Sandy,DAP
68,85,23,23.7,55.12,7.09,2922.17,57.09,0.93,2.93,Sandy,MOP
26,83,98,14.14,86.17,6.54,985.44,42.78,0.75,1.34,Silt,Urea
34,33,41,17.56,78.58,6.28,2039.15,21.57,1.05,0.11,Clay,Urea
104,26,112,31.74,35.44,8.37,603.53,22.59,0.83,1.55,Clay,DAP
57,65,50,33.58,48.83,6.78,2214.78,33.33,1.11,1.9,Sandy,Urea
56,61,23,11.24,33.34,7.95,2933.68,54.89,1.31,2.35,Sandy,Urea
141,80,57,11.8,61.01,5.06,2958.16,17.48,0.45,2.83,Clay,Compost
35,29,57,37.52,46.77,6.78,553.39,51.3,0.63,2.75,Clay,Urea
20,38,100,19.93,34.4,7.97,2352.38,24.57,0.77,2.83,Silt,Urea
56,84,95,15.8,76.32,6.83,2060.01,50.43,1.45,0.19,Silt,Urea
64,59,47,13.69,35.47,7.37,2444.12,56.01,0.67,2.16,Clay,Zinc Sulphate
102,24,16,24.28,46.29,5.99,1132.98,31.37,0.7,0.75,Silt,DAP
42,40,42,33.13,76.3,4.87,1324.89,28.25,1.05,0.64,Silt,Urea
113,22,116,25.63,60.69,6.33,1157.07,50.11,0.74,2.42,Loamy,DAP
100,65,114,10.62,79.03,6.08,2346.25,36.47,1.44,1.31,Silt,MOP
85,28,106,24.52,54.87,7.97,2465.49,44.22,1.36,2.76,Sandy,DAP
158,79,33,19.35,78.89,5.48,898.04,41.14,0.87,0.22,Silt,MOP
77,37,35,30.49,62.29,8.37,1803.81,17.64,1.04,2.43,Silt,DAP
48,31,59,25.71,35.28,8.33,552.71,52.24,0.28,0.5,Clay,Urea
102,37,51,38.96,58.29,5.49,236.86,19.79,1.1,0.61,Sandy,DAP
148,89,104,27.94,63.21,5.89,1908.21,56.61,1.12,1.48,Silt,NPK
152,42,100,28.97,66.73,8.08,2552.57,22.53,0.67,1.25,Silt,Zinc Sulphate
134,54,22,25.61,85.67,8.37,2738.35,46.69,0.49,1.51,Loamy,MOP
53,57,40,19.33,41.01,6.27,1937.01,24.23,1.39,2.83,Silt,Urea
144,72,105,28.92,66.36,5.78,2464.34,25.89,0.75,2.01,Silt,Compost
97,35,32,19.99,75.12,6.6,1331.87,25.5,1.05,0.94,Loamy,DAP
38,10,46,31.52,83.4,7.25,2650.94,47.39,0.24,0.6,Clay,Urea
107,71,113,17.11,61.52,5.59,2369.21,37.84,0.74,1.32,Silt,Compost
100,81,118,21.03,42.84,7.45,1063.88,54.15,1.26,1.41,Loamy,Zinc Sulphate
114,12,68,27.51,79.06,4.71,1872.21,25.37,0.7,1.84,Sandy,DAP
91,86,67,28.85,84.3,4.7,343.52,44.6,0.98,0.87,Clay,Compost
57,14,25,30.06,36.38,6.05,610.44,47.65,0.47,2.33,Sandy,Urea
59,54,48,31.01,43.78,5.91,2850.63,17.57,0.74,0.39,Sandy,Urea
139,21,81,19.55,82.29,5.76,227.31,30.03,1.41,1.73,Loamy,DAP
107,57,91,36.78,59.06,6.46,769.06,34.14,0.94,1.91,Silt,DAP
109,23,100,10.9,40.15,5.78,588.66,27.78,1.37,0.7,Loamy,DAP
49,62,18,15.65,68.72,5.27,2156.55,26.11,1.37,2.5,Loamy,Urea
151,54,73,12.1,57.5,5.74,495.94,44.32,1.43,1.88,Loamy,MOP
152,41,101,30.15,88.08,8.4,256.36,20.79,1.36,1.97,Loamy,Zinc Sulphate
85,39,31,18.21,43.36,6.14,2805.37,45.47,0.2,1.54,Clay,DAP
114,21,84,15.97,51.73,6.28,2643.73,56.75,1.41,2.74,Silt,DAP
46,53,63,24.42,39.97,6.81,1203.66,38.26,0.38,2.11,Sandy,Urea
75,34,31,28.57,32.98,8.43,481.47,40.57,0.25,1.21,Sandy,DAP
64,51,23,28.58,46.43,5.47,2098.97,13.45,0.27,0.79,Silt,MOP
87,30,96,26.72,79.19,7.23,2672.72,53.22,0.65,0.31,Sandy,DAP
24,70,75,39.76,46.03,7.36,2929.03,24.27,1.01,0.58,Silt,Urea
127,75,88,35.81,71.78,6.93,564.35,40.75,0.72,2.98,Sandy,Zinc Sulphate
66,30,59,17.17,61.56,4.85,1880.59,58.96,0.23,1.28,Loamy,DAP
152,35,14,32.76,61.18,7.21,1405.54,39.78,0.82,2.71,Sandy,DAP
24,41,102,27.08,76.89,4.76,638.9,46.24,0.77,0.59,Silt,Urea
140,26,106,12.12,67.07,6.88,2462.11,32.27,1.18,1.33,Silt,DAP
92,13,117,11.49,39.59,7.46,2390.13,13.02,0.56,2.89,Silt,DAP
66,48,103,33.99,43.25,5.34,2901.02,49.88,0.48,0.36,Silt,Compost
23,24,119,26.35,62.63,7.87,439.49,11.75,0.53,1.82,Silt,Urea
110,42,26,27.14,80.72,4.62,868.85,45.03,0.59,2.77,Clay,MOP
84,70,10,20.09,39.14,7.88,2517.21,11.15,0.98,2.85,Clay,MOP
115,23,23,37.91,36.41,6.34,1307.19,53.12,0.81,2.55,Sandy,DAP
99,56,64,31.4,61.05,5.37,1532.62,17.88,0.64,2.58,Silt,Compost
106,11,117,37.83,41.32,5.04,1912.27,35.71,0.69,1.99,Sandy,DAP
80,75,26,12.98,89.65,8.31,1343.67,39.86,0.68,0.74,Silt,MOP
119,57,18,27.51,30.26,4.79,299.11,32.88,1.46,2.22,Silt,MOP
138,73,108,29.13,56.93,5.3,1891.16,27.04,0.5,2.94,Clay,Compost
128,75,104,13.78,39.75,5.89,840.84,33.39,1.26,1.63,Clay,NPK
155,57,21,20.39,70.86,6.98,2912.84,25.57,1.12,0.86,Loamy,MOP
101,27,118,16.44,67.81,6.68,2132.91,31.91,0.21,1.76,Clay,DAP
32,60,75,39.53,78.42,5.0,2553.83,27.95,1.49,2.1,Loamy,Urea
62,13,24,26.3,63.8,5.66,2872.32,38.31,1.18,0.7,Loamy,DAP
111,42,43,19.46,41.36,5.46,377.31,21.9,1.09,2.19,Loamy,Compost
39,32,46,29.93,33.2,5.35,616.34,59.43,0.73,1.8,Loamy,Urea
67,62,62,29.79,73.33,6.14,2462.47,35.04,0.92,1.88,Loamy,Compost
119,22,50,20.42,56.4,7.32,2677.42,19.71,0.53,0.99,Sandy,DAP
38,80,103,39.82,43.33,5.37,213.66,33.85,0.25,0.55,Clay,Urea
88,67,87,34.27,45.11,5.97,2846.63,53.32,1.29,1.91,Loamy,Zinc Sulphate
36,72,118,22.01,38.94,6.06,1472.26,11.09,1.37,1.8,Silt,Urea
55,74,13,29.8,47.01,8.41,1495.35,43.98,0.41,1.08,Clay,Urea
101,51,17,31.32,77.52,8.32,2660.48,37.4,1.22,0.96,Clay,MOP
89,49,96,15.21,67.24,7.7,1010.69,18.48,1.16,1.11,Loamy,MOP
135,30,80,36.34,89.24,5.47,1833.78,50.87,0.43,1.52,Sandy,DAP
20,89,26,34.78,61.46,4.77,1135.73,28.44,0.75,2.93,Loamy,Urea
100,42,31,32.67,61.29,5.77,517.95,24.69,0.75,2.31,Sandy,MOP
149,79,111,16.68,41.48,5.57,1204.02,51.41,1.19,2.57,Silt,DAP
54,51,99,14.09,65.19,6.52,684.49,41.93,1.29,1.57,Clay,Urea
146,46,17,15.42,66.5,7.61,1658.74,54.91,0.32,1.63,Silt,MOP
46,81,31,12.79,42.39,7.93,1683.42,41.49,0.93,0.69,Sandy,Urea
65,10,49,38.21,35.28,7.88,1424.46,47.04,1.19,2.19,Sandy,DAP
27,86,118,35.54,52.13,5.94,686.68,51.82,1.22,1.32,Silt,Urea
112,35,31,12.72,40.33,7.25,532.45,12.74,0.39,2.25,Sandy,DAP
91,89,113,30.34,60.19,5.75,492.93,48.8,0.88,1.29,Silt,Urea
133,48,14,17.37,61.57,4.74,514.06,40.69,1.31,0.41,Clay,MOP
110,56,18,10.52,66.49,7.31,1025.66,13.48,0.61,0.6,Silt,MOP
45,65,69,18.77,66.17,4.54,205.22,35.43,0.75,2.45,Clay,Urea
122,67,29,23.2,70.49,6.14,374.32,14.12,1.25,0.85,Silt,MOP
81,37,95,10.6,43.83,5.82,1517.24,46.8,0.32,0.87,Sandy,DAP
113,66,43,19.71,73.85,7.27,711.53,37.33,1.32,2.8,Silt,NPK
80,80,108,31.01,61.49,7.56,937.46,57.68,0.6,2.01,Sandy,NPK
87,81,45,16.85,56.24,5.72,1189.3,19.16,0.2,0.43,Silt,DAP
48,54,92,24.55,68.87,7.75,311.02,40.3,0.5,0.52,Silt,Urea
65,74,101,36.63,60.08,5.68,816.06,20.58,0.32,0.89,Loamy,NPK
120,13,80,10.85,61.54,6.29,2374.73,40.7,0.32,1.82,Sandy,DAP
109,70,114,33.57,31.39,7.41,1154.51,46.13,1.1,2.28,Loamy,Zinc Sulphate
152,70,47,21.52,78.12,7.27,721.25,46.12,0.48,0.9,Sandy,MOP
107,52,76,26.23,55.45,8.45,753.68,50.75,1.42,2.62,Loamy,Zinc Sulphate
146,28,41,16.93,61.08,5.4,2957.25,52.68,0.87,0.42,Clay,DAP
126,10,55,27.37,53.39,7.15,615.67,13.86,0.8,0.7,Silt,DAP
85,28,118,31.92,63.09,6.94,2735.17,27.16,0.76,2.91,Sandy,DAP
65,60,104,16.05,33.24,8.16,425.53,44.36,1.1,0.49,Sandy,Zinc Sulphate
27,73,118,20.3,53.03,5.13,2648.41,34.93,0.79,2.68,Silt,Urea
120,72,34,27.02,70.12,7.51,1619.37,19.53,0.37,2.14,Sandy,MOP
152,38,73,22.5,86.31,6.77,1904.38,37.64,1.34,0.31,Sandy,DAP
92,28,42,18.79,80.95,5.6,888.61,30.37,0.76,1.5,Loamy,DAP
142,52,56,23.55,87.77,6.4,2716.1,29.5,0.3,1.61,Sandy,Zinc Sulphate
62,79,78,18.72,76.89,5.84,1844.01,50.49,0.89,2.8,Clay,Zinc Sulphate
142,48,38,19.06,67.96,6.82,2091.96,30.38,1.04,1.32,Clay,MOP
67,32,68,28.32,55.4,8.06,1758.93,11.32,0.56,1.4,Silt,DAP
26,10,40,24.31,37.39,6.78,550.66,12.9,1.24,0.43,Sandy,Urea
59,70,35,30.31,45.05,7.03,2541.43,52.81,1.07,1.95,Silt,Urea
51,88,72,35.12,46.27,6.57,714.04,58.03,1.05,0.71,Clay,Urea
124,34,67,38.29,55.67,4.7,1017.45,44.42,0.75,0.32,Sandy,DAP
113,13,94,14.54,66.59,5.43,2074.65,28.22,1.45,2.99,Sandy,DAP
130,10,107,28.79,67.12,6.47,461.32,56.93,0.56,0.88,Silt,DAP
108,49,110,27.47,57.33,5.74,2813.53,43.14,0.95,0.51,Clay,Compost
96,30,58,36.01,46.48,5.23,547.56,52.22,0.6,2.13,Sandy,DAP
28,52,74,36.88,33.39,6.52,2068.04,48.29,1.17,2.48,Silt,Urea
156,19,68,32.82,89.33,5.79,1978.34,28.96,0.26,0.29,Clay,DAP
83,75,71,27.86,86.37,5.53,2154.49,33.94,0.26,0.41,Silt,SSP
110,26,77,15.98,40.98,6.36,1413.37,19.31,1.25,0.36,Loamy,DAP
114,22,56,18.3,66.32,5.03,1270.4,24.6,0.76,0.24,Sandy,DAP
112,19,31,28.08,47.74,8.21,2937.44,48.91,0.64,2.01,Loamy,DAP
113,61,89,14.18,41.67,7.97,2488.04,54.7,0.99,1.81,Clay,Zinc Sulphate
143,19,118,15.52,71.06,7.33,1559.24,46.22,1.11,2.02,Loamy,DAP
89,56,73,37.34,77.17,4.92,710.35,33.26,0.46,1.57,Loamy,Compost
122,18,55,38.69,54.4,7.6,2693.55,14.33,0.44,2.47,Clay,DAP
83,55,68,10.16,33.54,7.73,2016.5,12.85,1.45,1.69,Silt,NPK
114,77,41,35.87,54.09,7.57,580.17,28.72,0.97,2.76,Loamy,Urea
31,63,107,38.14,61.93,4.96,712.69,33.19,0.71,1.51,Silt,Urea
67,77,94,25.77,83.59,7.08,1714.3,40.46,1.24,2.39,Loamy,NPK
82,13,100,23.47,69.41,7.84,1610.31,10.32,0.88,1.28,Silt,DAP
25,84,115,37.56,72.63,6.81,1345.99,59.49,0.51,1.36,Clay,Urea
64,10,46,10.23,42.16,7.09,1395.25,28.2,0.47,2.56,Loamy,DAP
109,68,76,35.21,73.22,6.33,682.17,52.4,0.72,0.41,Clay,NPK
120,34,61,18.9,60.11,6.61,915.3,36.75,1.32,1.74,Loamy,DAP
123,18,52,29.23,79.22,4.64,1579.58,16.52,0.28,2.21,Clay,DAP
150,34,118,19.7,42.98,7.06,378.37,49.88,0.48,2.28,Clay,DAP
146,80,43,25.69,60.89,4.83,1187.51,45.49,1.36,1.82,Loamy,Compost
149,35,70,34.25,42.57,6.24,789.05,36.37,0.36,1.4,Loamy,DAP
39,65,80,15.44,47.15,5.67,689.01,35.73,1.02,0.86,Loamy,Urea
58,58,102,29.92,79.93,6.68,610.46,14.37,0.48,2.74,Sandy,Urea
159,74,76,36.95,71.27,5.03,592.53,42.79,0.99,1.17,Silt,Compost
55,70,54,37.03,73.71,7.27,649.23,55.56,0.7,2.42,Sandy,Urea
111,18,111,36.82,34.11,7.68,1247.57,14.66,0.33,0.19,Sandy,DAP
28,19,50,25.55,73.73,5.15,484.07,23.18,0.96,0.77,Clay,Urea
63,20,61,33.03,59.48,4.92,2711.72,55.12,1.09,1.1,Loamy,DAP
94,45,75,23.41,57.55,5.08,1594.17,24.22,1.08,2.05,Silt,Compost
72,65,21,23.8,54.76,8.01,1613.37,42.7,1.03,1.03,Clay,MOP
49,41,24,18.52,81.11,6.61,791.06,36.74,0.85,0.22,Sandy,Urea
134,81,25,18.56,40.65,6.37,2628.03,39.82,0.88,0.6,Loamy,MOP
85,44,12,11.13,78.85,4.93,2518.77,30.79,1.03,0.85,Clay,MOP
57,13,36,25.94,85.7,7.1,295.89,25.0,1.1,0.61,Loamy,Urea
57,71,119,19.26,40.09,7.97,2250.73,12.43,1.05,0.69,Clay,Urea
74,72,32,15.63,89.98,7.81,715.95,47.21,0.96,2.33,Loamy,MOP
95,17,73,13.65,89.43,7.0,1755.73,47.3,0.4,1.29,Sandy,DAP
135,85,42,20.41,67.28,4.8,2637.45,43.54,0.47,1.28,Silt,Compost
104,78,57,36.97,46.11,4.95,2815.35,42.18,0.54,2.9,Sandy,Compost
42,70,100,25.49,55.78,4.7,716.47,22.19,1.4,1.4,Silt,Urea
115,72,97,26.71,40.22,5.53,2830.81,11.12,1.19,2.79,Loamy,NPK
68,70,64,11.63,37.21,5.04,394.83,50.44,0.92,0.97,Clay,Compost
132,46,111,25.6,72.24,5.54,2746.11,34.56,0.53,1.26,Sandy,Compost
133,13,36,30.03,64.79,6.04,2362.51,25.34,0.34,1.25,Silt,DAP
64,65,56,14.52,63.81,8.27,2758.71,15.1,1.37,1.68,Sandy,Zinc Sulphate
115,52,40,39.51,44.87,6.94,1225.21,13.14,1.36,1.79,Silt,NPK
68,30,88,37.45,44.09,7.84,2834.18,27.44,0.34,0.82,Sandy,DAP
21,67,44,39.79,89.38,7.34,2491.85,50.24,1.24,2.4,Silt,Urea
122,25,45,20.81,67.73,4.95,1119.3,55.94,0.78,1.54,Silt,DAP
78,62,33,34.67,79.17,7.44,1149.02,54.84,0.62,0.12,Loamy,MOP
79,27,26,19.86,52.71,5.6,1200.2,56.0,1.16,1.81,Silt,DAP
41,66,54,32.47,80.62,7.06,1848.6,55.39,1.0,2.41,Loamy,Urea
108,47,107,38.43,73.34,5.86,709.32,36.36,1.21,0.83,Silt,MOP
125,41,71,14.65,51.01,8.49,1413.8,20.97,0.3,0.21,Clay,Zinc Sulphate
72,28,10,14.21,73.06,5.55,389.45,49.9,0.61,2.44,Clay,DAP
38,57,29,13.13,85.54,5.62,1203.28,20.69,0.62,2.93,Clay,Urea
68,83,79,33.95,42.82,8.22,2066.85,23.36,0.63,0.32,Silt,Zinc Sulphate
36,35,78,30.0,62.86,4.6,1850.51,21.66,0.85,2.82,Loamy,Urea
146,54,73,25.67,88.0,7.29,1086.3,35.75,0.57,1.14,Loamy,SSP
38,54,102,33.22,79.28,7.4,920.17,26.09,0.78,2.83,Silt,Urea
49,24,79,35.5,67.22,7.85,1115.87,17.71,0.68,1.98,Clay,Urea
97,27,59,38.49,34.19,8.4,394.73,32.66,1.16,2.68,Clay,DAP
125,40,62,16.04,54.38,8.4,921.22,53.7,0.98,2.38,Loamy,Zinc Sulphate
83,24,106,23.25,69.05,4.76,2182.54,38.53,1.05,0.18,Clay,DAP
51,24,118,37.69,54.58,7.79,700.5,53.92,0.47,0.29,Sandy,Urea
55,74,47,23.84,89.83,7.09,587.05,19.79,0.62,1.62,Loamy,Urea
29,55,61,24.63,75.2,7.09,2568.96,18.35,0.23,0.48,Clay,Urea
78,84,102,38.27,41.22,5.01,862.35,38.78,0.34,1.44,Loamy,Compost
121,25,117,32.04,59.42,7.1,903.09,33.17,0.54,2.87,Sandy,DAP
137,64,70,26.56,53.04,8.43,1496.51,43.01,0.29,0.95,Loamy,Zinc Sulphate
30,39,83,20.72,65.63,8.15,1521.35,49.73,0.98,1.52,Loamy,Urea
98,50,105,37.46,56.79,6.26,721.37,47.57,1.5,1.21,Loamy,Urea
110,76,34,10.27,44.27,4.66,1757.19,57.11,0.33,1.93,Loamy,MOP
121,26,101,19.63,73.46,5.95,2148.08,29.91,1.27,0.66,Sandy,DAP
148,35,38,38.38,36.4,7.81,1556.58,20.32,0.35,0.85,Silt,DAP
33,82,44,24.95,61.93,7.31,2707.22,37.55,1.07,2.59,Loamy,Urea
150,73,56,28.72,48.61,6.34,2976.46,15.54,1.04,2.45,Loamy,SSP
49,67,66,25.98,87.99,4.72,1680.11,24.44,1.37,2.39,Clay,Urea
148,84,41,21.92,48.21,6.21,2923.55,20.39,0.35,2.34,Loamy,Zinc Sulphate
124,12,55,29.96,50.46,6.38,2010.17,29.83,0.61,1.43,Clay,DAP
62,37,45,32.99,72.43,8.21,1680.66,15.56,0.32,2.21,Silt,DAP
57,13,80,20.93,37.71,7.06,2636.07,11.59,0.73,1.22,Sandy,Urea
108,49,19,27.72,49.48,5.75,2906.19,42.84,1.39,0.39,Sandy,MOP
63,84,55,12.48,71.75,6.6,2997.23,40.51,1.22,1.24,Silt,MOP
128,66,107,26.43,31.85,4.76,2325.69,45.42,1.14,0.56,Sandy,Compost
74,74,106,32.43,48.66,8.39,1558.84,43.02,0.89,1.23,Silt,Zinc Sulphate
74,56,35,27.56,30.5,5.94,1028.9,15.71,1.35,0.96,Silt,MOP
97,89,57,36.35,39.01,6.41,1762.35,24.55,0.78,1.84,Silt,NPK
126,43,57,18.59,66.25,5.92,2377.08,16.48,0.39,1.15,Sandy,NPK
76,54,22,24.75,57.4,7.23,275.11,52.15,1.29,2.15,Clay,MOP
149,41,39,12.62,39.36,7.15,949.42,47.35,0.56,1.59,Silt,MOP
143,53,105,31.0,34.68,7.36,1192.89,20.08,0.27,2.77,Loamy,NPK
68,20,106,23.29,33.38,5.57,2383.85,27.07,0.36,0.36,Sandy,DAP
83,45,79,25.91,35.12,5.76,1917.95,58.33,0.99,2.09,Silt,NPK
106,22,109,13.85,35.76,5.0,1391.98,39.71,0.99,2.05,Silt,DAP
155,66,75,39.92,35.18,7.12,2773.95,50.06,0.54,2.86,Loamy,Urea
88,34,16,33.16,33.3,4.66,1706.81,23.23,1.15,1.18,Clay,DAP
81,79,65,22.02,71.82,6.89,2226.95,20.5,1.21,0.99,Clay,NPK
140,46,39,27.1,86.48,7.98,2035.32,49.2,1.4,0.6,Clay,MOP
71,13,119,28.56,81.36,8.06,2603.82,44.29,0.96,0.87,Silt,DAP
52,35,64,38.82,45.95,6.3,2474.66,44.05,1.21,1.56,Silt,Urea
39,22,99,33.05,42.26,6.34,2969.29,37.63,1.18,2.53,Silt,Urea
131,81,98,20.49,32.87,4.81,1261.74,38.18,0.54,0.92,Sandy,Compost
56,60,42,39.33,39.36,7.18,661.64,46.78,0.6,0.56,Loamy,Urea
125,56,51,19.05,64.07,7.79,2327.49,23.5,0.82,0.89,Silt,Compost
124,42,15,27.31,89.89,5.48,2649.2,27.64,0.22,0.39,Loamy,MOP
70,89,17,31.02,81.54,6.19,352.24,53.58,0.59,2.79,Loamy,MOP
48,51,82,18.13,60.9,7.86,1132.05,25.44,0.82,2.63,Clay,Urea
156,40,84,38.69,55.41,8.01,2460.14,37.32,0.34,0.99,Sandy,Zinc Sulphate
105,49,97,16.48,38.87,5.47,2113.62,45.13,0.36,0.82,Silt,Compost
59,25,79,23.25,55.12,6.7,2314.84,60.0,0.8,2.73,Clay,Urea
119,65,49,15.4,65.69,5.27,1720.96,31.76,1.15,0.11,Clay,Compost
42,83,65,36.25,65.73,4.91,1269.15,31.4,1.28,1.84,Silt,Urea
122,45,89,16.65,63.45,8.14,2471.9,52.13,0.91,2.76,Loamy,Zinc Sulphate
27,89,26,11.04,79.44,7.78,1752.71,50.28,0.82,1.57,Clay,Urea
93,65,97,11.17,60.61,7.54,1642.05,46.55,0.7,0.11,Loamy,NPK
83,57,16,22.41,58.37,4.7,2257.56,33.16,0.45,0.73,Sandy,MOP
112,89,49,25.68,48.35,7.87,734.43,26.2,0.39,2.78,Loamy,Zinc Sulphate
139,67,113,11.25,40.81,6.25,1840.81,40.44,1.23,0.15,Sandy,NPK
128,24,67,12.79,30.08,5.87,1052.36,53.81,0.8,1.24,Loamy,DAP
115,81,71,12.92,49.33,6.69,260.06,54.19,1.23,2.39,Clay,DAP
99,24,100,30.06,67.98,4.87,2296.83,15.42,1.12,2.53,Clay,DAP
122,30,83,18.99,63.53,7.53,1529.12,31.42,0.45,1.49,Sandy,DAP
36,73,63,26.88,61.83,6.83,2729.09,33.24,0.86,0.77,Silt,Urea
39,16,18,12.21,76.34,5.25,1600.47,58.88,0.78,1.84,Sandy,Urea
134,61,60,36.76,43.97,5.25,228.53,43.9,0.75,0.86,Sandy,Compost
31,28,19,19.13,70.71,5.24,1344.49,30.36,0.91,0.84,Loamy,Urea
143,55,58,33.35,66.43,4.73,679.01,11.3,1.48,2.44,Loamy,Compost
